"","tractid","mhmval00","mhmval12","hinc00","hu00","vac00","own00","rent00","h30old00","empclf00","clf00","unemp00","prof00","dpov00","npov00","ag25up00","hs00","col00","pop00.x","nhwht00","nhblk00","hisp00","asian00","cbsa","cbsaname","mar00","ag15up00","ag18cv00","wds00","p.white","p.black","p.hisp","p.asian","p.hs","p.col","p.prof","p.unemp","p.vacant","pov.rate","p.mar","mhv.00","mhv.10","mhv.change","mhv.growth"
"155","6073008331",382500,710500,88217,887,15,774,98,0,1207,1225,18,878,2494,154,1613,48,1194,2554,2015,20,113,379,"41740","San Diego-Carlsbad-San Marcos, CA",1231,1765,1641,254,78.8958496476116,0.783085356303837,4.42443226311668,14.8394675019577,76.9993800371978,74.0235585864848,72.7423363711682,1.46938775510204,1.69109357384442,6.17481956696071,69.7450424929178,492870.375,710500,217629.625,44.1555500267185
"156","6073008333",540800,945800,127271,1667,385,997,285,39,1841,1894,53,1282,3633,126,2314,225,1672,3633,2522,93,238,723,"41740","San Diego-Carlsbad-San Marcos, CA",1844,2584,2443,212,69.4192127718139,2.55986787778695,6.55105973025048,19.9009083402147,81.9792566983578,72.2558340535869,69.6360673546985,2.79831045406547,23.0953809238152,3.46820809248555,71.3622291021672,696847.84,945800,248952.16,35.7254691354141
"157","6073008335",313804.9452,676400,90509.33481,1311.57656,2.795650433,1196.998792,111.7821184,5.589593233,2329.712618,2403.302237,73.58969484,1309.708146,4769.352365,155.5630497,2758.217513,380.9888983,1586.372914,4741.408009,2751.702509,66.13717465,285.974159,1586.360808,"41740","San Diego-Carlsbad-San Marcos, CA",2443.364422,3399.098138,2992.959083,195.6194419,58.0355561845089,1.3948846951045,6.03141848280452,33.4575890745706,71.3272902890165,57.5144239539893,56.217583914893,3.06202414773519,0.213151905749215,3.26172272029223,71.8827266175273,404353.36213746,676400,272046.63786254,67.2794301559579
"158","6073008336",288800,604900,88181,742,1,677,64,0,1304,1344,40,779,2505,0,1518,159,888,2540,1792,48,177,495,"41740","San Diego-Carlsbad-San Marcos, CA",1285,1781,1630,126,70.5511811023622,1.88976377952756,6.96850393700787,19.488188976378,68.9723320158103,58.498023715415,59.739263803681,2.97619047619048,0.134770889487871,0,72.1504772599663,372133.24,604900,232766.76,62.5493062646056
"159","6073008337",278200.01,552400,90240.00079,1313.854614,10.9654026,1111.493042,191.3961182,12.95911217,2439.303711,2563.9104,124.6068497,1240.087402,4629.393608,247.219986,2751.319092,436.622406,1370.675293,4636.371592,2947.699707,131.5848389,423.663269,1085.574829,"41740","San Diego-Carlsbad-San Marcos, CA",2320.677979,3491.982422,3143.083008,275.1319275,63.5777277232528,2.83809949847523,9.13781953394386,23.414318879728,65.6884075807518,49.8188413327086,50.837761464792,4.86003136849088,0.834597868223493,5.34022394580539,66.4573213306971,358474.6228855,552400,193925.3771145,54.097379489103
"160","6073008339",195300,380700,42717,875,39,192,644,35,1342,1409,67,844,1847,574,915,75,638,1770,1049,37,129,537,"41740","San Diego-Carlsbad-San Marcos, CA",493,1757,1726,95,59.2655367231638,2.09039548022599,7.28813559322034,30.3389830508475,77.9234972677596,69.7267759562842,62.8912071535022,4.75514549325763,4.45714285714286,31.0774228478614,28.0591918042117,251653.815,380700,129046.185,51.2792484389716
"161","6073008340",332007.0563,611000,64553.20563,3156.497468,360.0145494,873.1001579,1923.382761,36.48572585,3133.038034,3387.104066,254.0660319,2201.249009,5354.932812,864.5774989,4093.658062,339.4353625,2916.489634,5307.932812,3750.052015,102.072747,372.2865111,992.4678189,"41740","San Diego-Carlsbad-San Marcos, CA",1903.893659,4923.221011,4782.122523,813.4364817,70.649952586476,1.92302258930703,7.01377587633263,18.6978218084498,79.5358319426729,71.2440948860081,70.259249492405,7.50098098403098,11.4055073083303,16.1454406479676,38.6717081103227,427807.692395365,611000,183192.307604635,42.8211813067015
"162","6073008341",245900,362500,51783,2208,337,361,1510,0,1922,1997,75,1337,3324,855,2119,184,1449,3456,2191,55,217,907,"41740","San Diego-Carlsbad-San Marcos, CA",1117,3138,3115,426,63.3969907407407,1.59143518518519,6.27893518518519,26.244212962963,77.0646531382728,68.3813119395941,69.5629552549428,3.75563345017526,15.2626811594203,25.7220216606498,35.5959209687699,316854.445,362500,45645.555,14.4058433518267
"163","6073008343",183400,372200,34967,1811,67,463,1281,255,2296,2353,57,1379,3884,1110,2110,323,1345,3892,2039,103,364,1332,"41740","San Diego-Carlsbad-San Marcos, CA",1050,3450,3350,611,52.3895169578623,2.6464542651593,9.35251798561151,34.224049331963,79.0521327014218,63.7440758293839,60.0609756097561,2.42243943901402,3.69961347321922,28.5787847579815,30.4347826086957,236320.07,372200,135879.93,57.4982607274956
"164","6073008344",337599.9961,618700,63047.00266,1336.502563,12.98545074,981.8998413,341.6172485,433.5142822,1818.961914,1877.895874,58.93396759,1114.750977,3510.067144,515.4224854,2372.341797,388.5646362,1329.510376,3510.067144,2723.947998,64.92725372,255.7134857,417.5321655,"41740","San Diego-Carlsbad-San Marcos, CA",1690.106323,2874.779053,2786.877441,389.5635071,77.6038715571647,1.84974392387293,7.28514513282484,11.895275741768,72.4210573018033,56.042109011495,61.2850092363176,3.13829794324368,0.971599389293502,14.6841203958462,58.7908250283191,435014.474974655,618700,183685.525025345,42.2251524012039
"165","6073008345",340600,597300,45677,1627,30,824,773,842,1571,1636,65,801,3157,244,2514,430,1282,3197,2644,27,143,358,"41740","San Diego-Carlsbad-San Marcos, CA",1485,2810,2696,668,82.7025336252737,0.844541757898029,4.4729433844229,11.1979981232405,68.0986475735879,50.994431185362,50.986632718014,3.97310513447433,1.84388444990781,7.72885650934431,52.846975088968,438880.13,597300,158419.87,36.0963869565022
"166","6073008346",332500,614400,99718,1575,22,1376,177,19,2567,2620,53,1775,4337,126,3147,268,2161,4331,2261,95,222,1704,"41740","San Diego-Carlsbad-San Marcos, CA",2346,3562,3444,318,52.2050334795659,2.19348880166243,5.125836989148,39.344262295082,77.1846202732761,68.6685732443597,69.1468640436307,2.02290076335878,1.3968253968254,2.90523403274153,65.8618753509264,428442.875,614400,185957.125,43.4030149293532
"167","6073008347",217000,413600,74656,2018,21,1561,436,66,3577,3724,147,1645,6625,335,4331,1005,1598,6672,2845,304,615,2826,"41740","San Diego-Carlsbad-San Marcos, CA",3099,5281,4843,669,42.6408872901679,4.55635491606715,9.21762589928058,42.3561151079137,60.1015931655507,36.8967905795428,45.9882583170254,3.94736842105263,1.0406342913776,5.05660377358491,58.6820677901913,279615.35,413600,133984.65,47.91748736255
"168","6073008348",210900,421800,66442,1804,40,1232,532,19,2778,2880,102,1283,5269,217,3498,788,1401,5281,2051,185,498,2469,"41740","San Diego-Carlsbad-San Marcos, CA",2453,4218,3977,393,38.8373414126112,3.50312440825601,9.43003219087294,46.7525089945086,62.5786163522013,40.0514579759863,46.1843052555796,3.54166666666667,2.21729490022173,4.11842854431581,58.1555239449976,271755.195,421800,150044.805,55.213224166699
"169","6073008349",196200,391200,58550,1081,18,706,357,60,1745,1850,105,674,3596,360,2329,812,641,3620,1437,230,411,1487,"41740","San Diego-Carlsbad-San Marcos, CA",1683,2854,2665,398,39.6961325966851,6.35359116022099,11.353591160221,41.0773480662983,62.3872906826964,27.5225418634607,38.6246418338109,5.67567567567568,1.66512488436633,10.0111234705228,58.9698668535389,252813.51,391200,138386.49,54.7385659888192
"170","6073008350",215400,425200,60828,2218,45,1030,1143,34,3447,3556,109,1738,6515,324,4127,1073,1718,6564,2265,310,585,3301,"41740","San Diego-Carlsbad-San Marcos, CA",3039,5124,4792,510,34.5063985374771,4.72273004265692,8.91224862888483,50.2894576477757,67.6278168160892,41.6283014296099,50.4206556425878,3.0652418447694,2.02885482416592,4.97313891020721,59.3091334894614,277553.67,425200,147646.33,53.1955963688032
"171","6073008351",193500,369500,60223,1367,19,783,565,67,2287,2449,162,722,4520,295,2899,924,675,4544,1697,195,471,2132,"41740","San Diego-Carlsbad-San Marcos, CA",1951,3712,3383,413,37.3459507042254,4.29137323943662,10.3653169014085,46.919014084507,55.1569506726457,23.2838909968955,31.5697420201137,6.61494487545937,1.3899049012436,6.52654867256637,52.5592672413793,249334.425,369500,120165.575,48.1945383193676
"172","6073008352",194000,354100,61389,1126,26,604,496,97,1748,1805,57,553,3468,228,2200,580,641,3494,1399,166,307,1580,"41740","San Diego-Carlsbad-San Marcos, CA",1510,2736,2540,457,40.0400686891815,4.75100171722954,8.78649112764739,45.220377790498,55.5,29.1363636363636,31.6361556064073,3.15789473684211,2.30905861456483,6.57439446366782,55.1900584795322,249978.7,354100,104121.3,41.652068756258
"173","6073008353",217100,419800,74741,1569,28,1196,345,51,2681,2768,87,981,5163,244,3326,767,1002,5184,2389,285,503,1944,"41740","San Diego-Carlsbad-San Marcos, CA",2318,4126,3780,615,46.0841049382716,5.49768518518519,9.70293209876543,37.5,53.1870114251353,30.1262778111846,36.5908243192838,3.14306358381503,1.78457616316125,4.72593453418555,56.180319922443,279744.205,419800,140055.795,50.0656644522806
"174","6073008354",256300,463000,79962,1843,40,1150,653,12,2816,2936,120,1661,5093,152,3575,522,1875,5108,2316,251,357,2101,"41740","San Diego-Carlsbad-San Marcos, CA",2726,4037,3751,451,45.3406421299922,4.91386061080658,6.98903680501175,41.131558339859,67.0489510489511,52.4475524475524,58.984375,4.08719346049046,2.1703743895822,2.98448851364618,67.525390141194,330255.365,463000,132744.635,40.1945430924339
"175","6073008355",234200,447200,73566,940,15,741,184,41,1700,1779,79,622,3336,49,2189,676,681,3349,1183,164,253,1717,"41740","San Diego-Carlsbad-San Marcos, CA",1844,2558,2340,228,35.3239773066587,4.89698417438041,7.55449387876978,51.2690355329949,61.991777067154,31.1100959342165,36.5882352941176,4.4406970207982,1.59574468085106,1.46882494004796,72.0875684128225,301778.41,447200,145421.59,48.1882020652173
"176","6073008356",158200,299300,55802,1379,14,879,486,89,2018,2080,62,1005,3566,139,2558,664,768,3565,1794,179,307,1238,"41740","San Diego-Carlsbad-San Marcos, CA",1617,3008,2847,463,50.3225806451613,5.02103786816269,8.61150070126227,34.726507713885,55.9812353401095,30.0234558248632,49.8017839444995,2.98076923076923,1.01522842639594,3.89792484576556,53.7566489361702,203848.61,299300,95451.39,46.8246459958692
"177","6073008357",180500,319800,54201,1504,40,984,480,128,2127,2219,92,821,4438,525,2905,873,809,4438,1364,227,450,2309,"41740","San Diego-Carlsbad-San Marcos, CA",2012,3543,3247,484,30.7345651194232,5.11491662911221,10.1397025687247,52.0279405137449,57.9001721170396,27.8485370051635,38.5989656793606,4.14601171698964,2.65957446808511,11.8296529968454,56.7880327406153,232583.275,319800,87216.725,37.4991387493361
"178","6073008358",159500,324700,49976,2214,28,1407,779,268,3388,3519,131,1157,6844,763,4525,1838,1061,6872,2608,368,895,2876,"41740","San Diego-Carlsbad-San Marcos, CA",2895,5572,5178,984,37.9511059371362,5.35506402793946,13.0238649592549,41.8509895227008,64.0662983425414,23.4475138121547,34.1499409681228,3.72264847968173,1.2646793134598,11.1484511981297,51.9562096195262,205523.725,324700,119176.275,57.9866266047873
"179","6073008359",57400,112800,36359,1415,41,246,1128,87,1501,1616,115,567,3060,416,1845,659,473,3061,1273,314,399,1011,"41740","San Diego-Carlsbad-San Marcos, CA",1106,2512,2262,352,41.5877164325384,10.2580855929435,13.0349558967658,33.0284220842862,61.3550135501355,25.6368563685637,37.7748167888075,7.11633663366337,2.89752650176678,13.5947712418301,44.0286624203822,73962.77,112800,38837.23,52.5091610279063
"180","6073008360",167300,288300,52867,2197,32,1149,1016,94,3196,3345,149,1407,5879,424,3933,1308,1283,5921,2323,447,905,2142,"41740","San Diego-Carlsbad-San Marcos, CA",2558,4805,4472,673,39.2332376287789,7.54940043911501,15.2845803073805,36.1763215673028,65.8784642766336,32.6214085939486,44.0237797246558,4.45440956651719,1.45653163404643,7.21211090321483,53.2362122788762,215574.415,288300,72725.585,33.7357218387906
"181","6073008361",242600.0003,364700,54486.00108,1446.717407,115.8254776,580.0081787,750.8837891,50.64612198,1414.127808,1461.69104,47.56331253,935.8522339,2372.000042,372.5792847,1775.697021,142.6899414,1211.102905,2372.000042,1682.772461,30.8280735,191.5744629,399.0033569,"41740","San Diego-Carlsbad-San Marcos, CA",870.6728516,2186.150879,2111.723145,416.1789856,70.9431884993196,1.29966580751013,8.0764949202307,16.8213891161474,76.2400809591717,68.2043665488585,66.1787589923414,3.25399220686199,8.00608861409794,15.707389464709,39.8267502926544,312602.230386565,364700,52097.769613435,16.6658342613265
"182","6073008362",242599.9926,469500,54485.99812,1838.282715,147.17453,736.9918823,954.116272,64.35388184,1796.872314,1857.309082,60.43669128,1189.147827,3014.000119,473.4207458,2256.302979,181.3100739,1538.897217,3014.000119,2138.227783,39.17192841,243.4255524,506.9966736,"41740","San Diego-Carlsbad-San Marcos, CA",1106.327148,2777.849365,2683.2771,528.8210449,70.943188406689,1.2996657884339,8.07649445218884,16.8213886391024,76.2400841957138,68.2043693299578,66.178760601684,3.2539921257974,8.00608789927071,15.7073897514335,39.8267509368709,312602.22046473,469500,156897.77953527,50.1908717417355
"183","6073008363",216099.9974,276500,46466.00012,2436.174072,177.7685699,397.8851624,1860.520264,39.09047318,2673.509033,2767.512207,94.00328064,1764.190186,4252.484878,761.3334961,2859.654053,243.8500824,1981.514648,4258.999956,2590.674561,83.76529694,315.0505981,1187.140381,"41740","San Diego-Carlsbad-San Marcos, CA",1340.244751,3860.649414,3768.042236,489.0962524,60.8282363879884,1.96678323093178,7.39729047557661,27.8736885011604,77.8193686773202,69.2921105586613,65.9878146744231,3.39667085847835,7.29703890798161,17.9032616915046,34.7155259977719,278455.65164977,276500,-1955.65164977004,-0.702320688477091
"184","6073008364",216100.0046,391600,46466.00168,2798.825928,204.2314148,457.1148071,2137.479492,44.90952682,3071.490723,3179.487549,107.9967194,2026.809692,4885.51485,874.6665039,3285.345703,280.1499023,2276.485352,4892.999771,2976.325439,96.23469543,361.9494019,1363.859497,"41740","San Diego-Carlsbad-San Marcos, CA",1539.755127,4435.350098,4328.95752,561.9036865,60.8282358123168,1.96678315826555,7.39729039116687,27.8736881428724,77.8193677446309,69.2921098051032,65.9878174732159,3.39667061863371,7.29703883177689,17.9032615958582,34.7155262375863,278455.66092733,391600,113144.33907267,40.6328026142007
"185","6073008365",352900.0085,698500,101298.0008,962.3630371,3.75190258,907.210022,51.40106583,3.376712322,1697.360718,1741.633179,44.27244949,1062.91394,3443.871378,71.28614807,2018.52356,238.6210022,1271.144653,3450.999993,1905.591309,55.90334702,199.2260284,1270.394165,"41740","San Diego-Carlsbad-San Marcos, CA",1733.75415,2383.208496,2171.976318,171.8371429,55.2185254379976,1.61991733217601,5.77299416992494,36.812349103937,74.7955428967101,62.9739814877365,62.6215705788473,2.54200769851089,0.389863537496831,2.06994223202955,72.748739898752,454729.305952675,698500,243770.694047325,53.6078697493702
"186","6073008366",351678.8246,628300,100971.3122,1652.6973,6.38052471,1556.200742,90.11602283,5.859835554,2915.893224,2992.59035,76.69689086,1819.848433,5916.69844,124.9397408,3466.71546,412.0941095,2176.715055,5927.613539,3279.039164,95.82712919,343.1219839,2174.565774,"41740","San Diego-Carlsbad-San Marcos, CA",2980.104067,4098.803251,3731.716618,293.8790591,55.3180321629601,1.61662241574147,5.78853499207516,36.6853500096238,74.6761363708806,62.7889736009658,62.4113536813103,2.56289307555911,0.38606735244258,2.11164625114813,72.7066874037668,453155.74943833,628300,175144.25056167,38.6499014475166
"187","6073008501",224200,439600,58260,2269,77,1553,639,1566,2904,2990,86,1292,5323,289,3901,1012,1421,5357,4151,62,771,326,"41740","San Diego-Carlsbad-San Marcos, CA",2374,4373,4176,821,77.487399663991,1.15736419637857,14.3923837969013,6.08549561321635,62.3686234298898,36.4265572930018,44.4903581267218,2.87625418060201,3.39356544733363,5.42926920909262,54.2876743654242,288892.91,439600,150707.09,52.1671127200733
"188","6073008502",219000,440900,52792,2398,32,1590,776,2177,3131,3220,89,1278,6400,494,4418,1513,1365,6411,4414,134,1155,604,"41740","San Diego-Carlsbad-San Marcos, CA",2752,5041,4854,875,68.8504133520512,2.09015754172516,18.0159101544221,9.42130712837311,65.142598460842,30.8963331824355,40.8176301501118,2.7639751552795,1.33444537114262,7.71875,54.5923427891291,282192.45,440900,158707.55,56.2408916326429
"189","6073008503",237200.3295,495000,50369.85351,3002.043815,54.00222057,1857.007755,1091.033839,1900.021775,3443.046251,3589.049565,146.0033143,1579.018444,6653.099793,718.016704,5000.06032,1421.019422,1871.019803,6675.099843,4977.062441,123.0053028,1032.024559,433.0056508,"41740","San Diego-Carlsbad-San Marcos, CA",2745.031519,5654.078084,5403.069451,1137.010788,74.5616179242519,1.84274850853343,15.4608108234105,6.48687901281479,65.8399902063582,37.419944625788,45.8610872143059,4.06802167693106,1.79884851447446,10.7922130486522,48.549586302459,305644.484577225,495000,189355.515422775,61.9528651677442
"190","6073008504",223600,471100,53145,2365,28,1604,733,2079,2790,2892,102,1166,6034,489,4375,1577,1191,6048,4434,79,950,467,"41740","San Diego-Carlsbad-San Marcos, CA",2508,4947,4709,1144,73.3134920634921,1.30621693121693,15.707671957672,7.72156084656085,63.2685714285714,27.2228571428571,41.7921146953405,3.52697095435685,1.18393234672304,8.10407689758038,50.6973923590055,288119.78,471100,182980.22,63.5083852972538
"191","6073008505",197900,407500,46074,2167,42,1409,716,1770,2497,2623,126,895,5558,403,3912,1567,891,5639,3594,118,978,844,"41740","San Diego-Carlsbad-San Marcos, CA",2462,4562,4345,740,63.7347047348821,2.09256960453981,17.3435006206774,14.9671927646746,62.8323108384458,22.7760736196319,35.8430116139367,4.80365993137629,1.93816335948316,7.25080964375675,53.9675580885577,255004.045,407500,152495.955,59.8013866799642
"192","6073008506",196900,404500,42938,1527,38,948,541,1175,1842,1952,110,724,3868,280,2755,1005,762,3872,2436,100,611,657,"41740","San Diego-Carlsbad-San Marcos, CA",1648,3148,3001,614,62.9132231404959,2.58264462809917,15.779958677686,16.9679752066116,64.1379310344828,27.6588021778584,39.3051031487514,5.63524590163934,2.48853962017027,7.23888314374354,52.3506988564168,253715.495,404500,150784.505,59.4305464078968
"193","6073008507",209800,443100,39773,2941,49,1215,1677,1683,3873,4142,269,1281,7790,813,5023,2027,1224,7910,4438,374,1570,1344,"41740","San Diego-Carlsbad-San Marcos, CA",3248,6416,6058,1036,56.1061946902655,4.72819216182048,19.8482932996207,16.9911504424779,64.7222775233924,24.3679076249253,33.0751355538342,6.49444712699179,1.66609996599796,10.4364569961489,50.6234413965087,270337.79,443100,172762.21,63.9060524982467
"194","6073008509",204200,412400,44219,2764,42,1478,1244,1598,3099,3267,168,1256,6854,811,4743,1669,1391,6877,4433,390,1023,939,"41740","San Diego-Carlsbad-San Marcos, CA",2578,5608,5310,1095,64.461247637051,5.6710775047259,14.8756725316272,13.6542096844554,64.5161290322581,29.3274298966899,40.5292029686996,5.14233241505969,1.51953690303907,11.8325065655092,45.9700427960057,263121.91,412400,149278.09,56.7334320429644
"195","6073008510",190600,354600,41603,2909,42,1420,1447,1522,3171,3348,177,1041,6628,592,4753,1869,1024,6644,3916,338,1056,1169,"41740","San Diego-Carlsbad-San Marcos, CA",2571,5522,5345,1543,58.9403973509934,5.08729680915111,15.8940397350993,17.5948223961469,60.8668209551862,21.5442878182201,32.8287606433302,5.28673835125448,1.44379511859746,8.93180446590223,46.5592176747555,245597.63,354600,109002.37,44.3825007594739
"196","6073008511",37380.80212,197700,34318.91193,477.1316614,13.03961283,412.5541449,51.53790355,253.1409548,481.801078,505.980515,24.17943694,176.9689282,963.5999394,81.35862924,773.847247,320.4549995,109.7869897,1191.454297,777.1874113,52.42161714,208.3213169,125.3171554,"41740","San Diego-Carlsbad-San Marcos, CA",351.4211204,872.0411863,829.8574054,320.3048004,65.2301488405308,4.39980092161269,17.4846250858752,10.5179993656106,55.5977928290026,14.1871655065796,36.730704077005,4.77872886864033,2.73291711385054,8.44319576137159,40.2986838145858,48167.032571726,197700,149532.967428274,NA
"197","6073008512",222700,438100,61893,1632,24,1370,238,1291,1933,2052,119,858,4197,252,3046,917,939,4178,3325,80,407,321,"41740","San Diego-Carlsbad-San Marcos, CA",2069,3496,3296,641,79.583532790809,1.9147917663954,9.74150311153662,7.68310196266156,60.9323703217334,30.8273145108339,44.3869632695292,5.79922027290448,1.47058823529412,6.00428877769836,59.1819221967963,286960.085,438100,151139.915,52.6693163615421
"198","6073008513",227900,489500,61420,1127,16,873,238,587,1477,1489,12,701,2645,136,2063,485,788,2654,2175,45,193,186,"41740","San Diego-Carlsbad-San Marcos, CA",1175,2287,2203,573,81.9517709118312,1.69555388093444,7.27204220045215,7.00828937452901,61.7062530295686,38.1968007755696,47.4610697359513,0.805910006715917,1.41969831410825,5.14177693761815,51.3773502404897,293660.545,489500,195839.455,66.6890593014461
"199","6073008600",119900,284500,32410,1983,41,800,1142,1288,2738,2975,237,440,7052,2032,4002,2741,355,7125,1559,452,3154,1864,"41740","San Diego-Carlsbad-San Marcos, CA",2532,5237,4832,866,21.880701754386,6.34385964912281,44.2666666666667,26.1614035087719,77.3613193403298,8.87056471764118,16.0701241782323,7.96638655462185,2.06757438224912,28.8145207033466,48.3482910063013,154497.145,284500,130002.855,84.1457976456458
"200","6073008701",178700,320600,36641,1245,16,236,993,428,1239,1283,44,442,3381,345,2038,662,496,3518,1857,569,415,610,"41740","San Diego-Carlsbad-San Marcos, CA",1351,2449,1899,365,52.7856736782263,16.1739624786811,11.7964752700398,17.3393973848778,56.8204121687929,24.3375858684985,35.6739305891848,3.4294621979735,1.285140562249,10.2040816326531,55.1653736218865,230263.885,320600,90336.115,39.2315603465129
"201","6073008702",182303.1429,362100,45879.84769,1775.202208,37.96227829,679.2981339,1057.941819,809.3470647,2602.173512,2784.971454,182.7978962,1053.814583,4441.775974,383.7141837,3128.756682,896.1576959,864.0216737,5216.834768,2892.032429,562.5598063,907.1039745,729.2674833,"41740","San Diego-Carlsbad-San Marcos, CA",2076.015511,4444.350793,3793.984111,739.1867509,55.4365349414494,10.7835465625773,17.3880142814598,13.9791179083018,56.2581098020968,27.6154959147443,40.4974755964698,6.56372602805142,2.13847628844319,8.63875589282477,46.7113332788625,234906.714783795,362100,127193.285216205,54.1462960449095
"202","6073008800",182900,362800,36209,1987,50,697,1240,1324,2619,2921,302,670,6749,1585,3993,2404,561,6762,1388,583,1809,2918,"41740","San Diego-Carlsbad-San Marcos, CA",2491,5150,4781,883,20.5264714581485,8.62170955338657,26.7524401064774,43.1529133392487,74.2549461557726,14.0495867768595,25.5822833142421,10.3389250256761,2.51635631605435,23.4849607349237,48.3689320388349,235675.795,362800,127124.205,53.9402890313789
"203","6073008901",161700,320300,41997,2389,116,1257,1016,601,2697,2769,72,1142,4410,669,3354,972,1447,4410,2666,122,906,647,"41740","San Diego-Carlsbad-San Marcos, CA",1497,3954,3831,891,60.453514739229,2.76643990929705,20.5442176870748,14.671201814059,72.1228384019082,43.1425163983304,42.3433444568039,2.60021668472373,4.85558811218083,15.1700680272109,37.8603945371775,208358.535,320300,111941.465,53.7254041453114
"204","6073008902",149800.0035,299800,40535.99833,1235.134033,155.8907013,686.5186768,392.7246704,78.94465637,940.3407593,968.321106,27.98038292,475.6665039,1499.94841,108.9236374,1375.036011,267.8122559,705.5053711,1695.811094,1217.146729,50.96427155,264.8143311,119.9159317,"41740","San Diego-Carlsbad-San Marcos, CA",538.6223755,1461.974976,1456.978516,427.7001343,71.7737213364403,3.00530358188587,15.6157918789981,7.07130246548558,70.7848826658839,51.3081377837457,50.5844821885729,2.88957689206869,12.6213590699431,7.26182558505462,36.8421063521678,193024.794509925,299800,106775.205490075,55.3168341720912
"205","6073009000",232883.8224,442100,42463.44674,1335.446136,27.07109907,556.6189361,751.7560122,708.8135042,1718.924652,1791.987814,73.06318504,687.3775346,3813.970323,738.1517342,2411.560015,983.7317967,666.2739444,3657.796362,1352.988131,265.2695709,1227.43648,773.0859659,"41740","San Diego-Carlsbad-San Marcos, CA",1248.636878,2924.933096,2757.824383,621.7070618,36.9891595129756,7.25216891940252,33.556719907963,21.1352926568415,68.420679180153,27.6283376841443,39.9888112489529,4.07721439114652,2.02712025144532,19.3538929694498,42.6894167154653,300082.44935352,442100,142017.55064648,47.3261768398766
"206","6073009101",310700,612600,51437,2395,56,1610,729,1776,2913,2991,78,1339,5296,375,4246,1071,1706,5314,4286,90,554,299,"41740","San Diego-Carlsbad-San Marcos, CA",2491,4687,4510,983,80.6548739179526,1.69363944298081,10.4252916823485,5.6266465939029,65.4027319830429,40.1789919924635,45.9663577068314,2.60782347041123,2.33820459290188,7.08081570996979,53.147002346917,400352.485,612600,212247.515,53.0151611273251
"207","6073009102",163400,409900,35047,1766,48,295,1423,1103,1955,1999,44,916,3236,478,2247,691,807,3269,2317,104,504,275,"41740","San Diego-Carlsbad-San Marcos, CA",959,2867,2778,711,70.8779443254818,3.18140104007342,15.4175588865096,8.4123585194249,66.6666666666667,35.9145527369826,46.8542199488491,2.20110055027514,2.71800679501699,14.7713226205192,33.4495988838507,210549.07,409900,199350.93,94.6814583412788
"208","6073009103",301381.4738,578400,55976.74696,1702.279361,35.04655715,1078.850647,588.3821566,1397.054334,1772.506327,1846.595562,74.08923455,932.0611151,3644.414209,220.1978679,2866.211483,756.1678087,1199.577124,3644.212462,3022.430689,46.0523768,366.4733311,175.213387,"41740","San Diego-Carlsbad-San Marcos, CA",1619.531545,3114.535443,3036.341455,699.0902134,82.9378286945773,1.26371273025958,10.0563107920133,4.8079904458655,68.2344950573209,41.8523591547554,52.5843603998599,4.01220689980192,2.05880174270644,6.04206479483628,51.999136777844,388345.09806499,578400,190054.90193501,48.9396938140839
"209","6073009104",290467.0543,598300,59178.41779,1169.405472,23.90219135,947.5303903,197.9728638,1052.153416,1286.922923,1332.976852,46.05391754,544.684195,2779.72597,103.7478188,2160.282741,600.125779,808.191878,2676.832864,2269.160707,27.70163413,246.2418758,111.7720128,"41740","San Diego-Carlsbad-San Marcos, CA",1298.037843,2328.334684,2228.646903,559.2265624,84.77035445572,1.03486603525202,9.19900077108438,4.17553199914688,65.19135806955,37.4113935486929,42.3245390431203,3.45496753907622,2.04396096326801,3.73230382849573,55.7496244813918,374281.322818265,598300,224018.677181735,59.8530205821969
"210","6073009106",227623.6187,585500,36282.88335,1135.869128,68.98014976,639.0000155,427.8889629,765.9787225,1808.646077,2389.439858,580.7936594,693.8771495,2163.889514,327.9026055,1598.945612,470.9745833,658.9570898,4043.158328,3074.420408,80.976402,567.8482788,263.9286324,"41740","San Diego-Carlsbad-San Marcos, CA",1423.793751,3707.196668,3665.187417,439.9761628,76.0400696334047,2.00280066796335,14.0446708422842,6.52778375193028,70.667298788647,41.211976495921,38.3644516372674,24.3066866678174,6.07289590495852,15.1533894581274,38.4062103661774,293304.413875885,585500,292195.586124115,99.6219532678975
"211","6073009107",163100,346900,41466,1802,83,711,1008,543,2141,2188,47,1060,3284,621,2337,440,1115,3306,2320,96,549,293,"41740","San Diego-Carlsbad-San Marcos, CA",936,3096,3017,509,70.1754385964912,2.9038112522686,16.6061705989111,8.8626739261948,66.538296961917,47.7107402652974,49.5095749649696,2.14808043875686,4.60599334073252,18.9098660170524,30.2325581395349,210162.505,346900,136737.495,65.0627451361983
