"","tractid","mhmval00","mhmval12","hinc00","hu00","vac00","own00","rent00","h30old00","empclf00","clf00","unemp00","prof00","dpov00","npov00","ag25up00","hs00","col00","pop00.x","nhwht00","nhblk00","hisp00","asian00","cbsa","cbsaname","mar00","ag15up00","ag18cv00","wds00","p.white","p.black","p.hisp","p.asian","p.hs","p.col","p.prof","p.unemp","p.vacant","pov.rate","p.mar","mhv.00","mhv.10","mhv.change","mhv.growth"
"278","6073012101",157100,332500,35781,687,12,306,369,504,699,757,58,120,2188,484,1362,993,104,2055,439,41,1338,210,"41740","San Diego-Carlsbad-San Marcos, CA",875,1684,1582,392,21.3625304136253,1.99513381995134,65.1094890510949,10.2189781021898,80.5433186490455,7.63582966226138,17.1673819742489,7.66182298546896,1.74672489082969,22.1206581352834,51.9596199524941,202431.205,332500,130068.795,64.2533323851923
"279","6073012102",127811.3689,299400,40164.55079,927.4162526,21.33105972,455.1765969,450.908596,574.2575436,1273.197669,1432.765201,159.5675309,250.4424745,3383.116881,643.2317734,1987.320151,1263.820377,242.6542371,3258.676529,481.3274236,143.4020011,2239.826746,341.6316515,"41740","San Diego-Carlsbad-San Marcos, CA",1134.4972,2427.906631,2261.416862,518.908596,14.7706413728553,4.40062092152504,68.7342461292819,10.483754630437,75.8043243984598,12.2101231136764,19.6703528916059,11.137032836129,2.30005239397074,19.0129929300542,46.7273817499615,164691.339396095,299400,134708.660603905,81.7946232618344
"280","6073012200",115199.9957,228200,35651.00049,807.5837402,41.6689415,399.8234253,366.0914001,661.7424927,1031.802368,1103.234863,71.43247223,181.5575256,2657.883167,406.768219,1550.679932,1110.179688,82.34576416,2728.323519,544.6726074,50.59799957,1866.17334,205.3683472,"41740","San Diego-Carlsbad-San Marcos, CA",1069.502808,2002.093384,1814.58313,366.0914001,19.9636371422564,1.85454544586213,68.4000019427315,7.5272725455694,76.9033910577492,5.31030049855575,17.5961532199159,6.47482006104805,5.15970535633625,15.3042174332714,53.419226922534,148440.954459235,228200,79759.045540765,53.7311591880585
"281","6073012302",139800,249600,26047,790,23,109,658,298,601,640,39,186,1423,172,1093,527,207,1482,602,81,645,142,"41740","San Diego-Carlsbad-San Marcos, CA",467,1256,1219,429,40.6207827260459,5.46558704453441,43.5222672064777,9.58164642375169,67.1546203110704,18.9387008234218,30.9484193011647,6.09375,2.91139240506329,12.087139845397,37.1815286624204,180139.29,249600,69460.71,38.5594447496712
"282","6073012303",193000,378400,48243,1519,41,540,938,640,1319,1416,97,592,3299,171,2550,811,741,3514,1742,158,1221,339,"41740","San Diego-Carlsbad-San Marcos, CA",1581,2822,2680,661,49.5731360273193,4.49630051223677,34.7467273762094,9.64712578258395,60.8627450980392,29.0588235294118,44.882486732373,6.85028248587571,2.69914417379855,5.18338890572901,56.0240963855422,248690.15,378400,129709.85,52.1572124991681
"283","6073012304",190000,410000,39013,1416,48,686,682,968,1309,1437,128,417,3190,371,2173,986,327,3320,1661,101,1301,201,"41740","San Diego-Carlsbad-San Marcos, CA",1413,2598,2450,454,50.0301204819277,3.0421686746988,39.1867469879518,6.05421686746988,60.4233778186838,15.0483202945237,31.8563789152024,8.90744606819763,3.38983050847458,11.6300940438871,54.3879907621247,244824.5,410000,165175.5,67.4668997588068
"284","6073012401",116712.2866,201400,31379.72772,1340.965672,58.03465555,359.2360324,923.6949843,709.5619819,1280.088372,1427.199831,147.1114597,295.2135531,3272.869854,693.9169671,1921.744954,935.2475997,370.0449586,3335.187374,965.4036903,287.113333,1759.339718,267.2997237,"41740","San Diego-Carlsbad-San Marcos, CA",1219.948813,2452.18049,2256.042804,482.5104669,28.9460105847714,8.60861177510562,52.7508508731839,8.01453392945113,67.9222576119224,19.255674788154,23.0619666233481,10.3076987892384,4.32782559328633,21.2020947381063,49.749552203639,150389.61689843,201400,51010.38310157,33.9188197653441
"285","6073012402",155200,249400,28393,2034,80,459,1495,1348,2177,2333,156,589,5202,1096,3126,1592,338,5165,1446,344,3020,255,"41740","San Diego-Carlsbad-San Marcos, CA",1711,3955,3722,960,27.9961277831559,6.66021297192643,58.4704743465634,4.93707647628267,61.7402431222009,10.8125399872041,27.0555810748737,6.68666952421774,3.93313667649951,21.0688196847366,43.2616940581542,199982.96,249400,49417.04,24.7106253452794
"286","6073012501",15700.00049,28100,25592.00106,1427.272461,39.6949234,377.756073,1009.821411,654.7481079,1258.023682,1426.400024,168.3762665,218.5401764,3528.486108,810.4743652,2059.773926,1271.982422,190.622879,3565.999992,838.8278809,259.97995,2132.18457,255.6178589,"41740","San Diego-Carlsbad-San Marcos, CA",1166.420044,2671.773682,2433.604248,703.1672363,23.5229355799729,7.29052020704547,59.7920520129939,7.16819572275535,71.0080500844247,9.25455345335797,17.3717060757208,11.804280963753,2.78117349592721,22.9694645350153,43.6571425139145,20230.2356313895,28100,7869.7643686105,38.9010020051356
"287","6073012502",15699.99995,22000,25591.99948,1844.72229,51.30493164,488.2425232,1305.174927,846.2494507,1625.97168,1843.594727,217.6231079,282.4590149,4560.500874,1047.522583,2662.218506,1644.012939,246.3764191,4608.986852,1084.169067,336.019104,2755.807617,330.3811951,"41740","San Diego-Carlsbad-San Marcos, CA",1507.575684,3453.216553,3145.386963,908.8302002,23.5229368582282,7.29051990795308,59.79204769925,7.16819565142904,71.0080466287616,9.25455286802067,17.3717056929306,11.8042813158903,2.78117372561265,22.9694634852952,43.6571428655491,20230.2349355725,22000,1769.7650644275,8.74811918924171
"288","6073012600",143000,277200,35222,1697,46,673,978,1290,1776,1923,147,408,5013,533,3020,1790,310,5013,1347,243,3093,262,"41740","San Diego-Carlsbad-San Marcos, CA",1934,3745,3416,790,26.8701376421305,4.84739676840215,61.6995810891682,5.22641133054059,69.5364238410596,10.2649006622517,22.972972972973,7.64430577223089,2.71066588096641,10.6323558747257,51.6421895861148,184262.65,277200,92937.35,50.4374326538775
"289","6073012700",157100,248700,27819,1925,40,322,1563,1147,1864,2068,204,364,4717,969,2826,1642,233,4745,1348,259,2806,261,"41740","San Diego-Carlsbad-San Marcos, CA",1440,3619,3356,1049,28.4088514225501,5.45837723919916,59.1359325605901,5.50052687038988,66.348195329087,8.24486907289455,19.5278969957082,9.86460348162476,2.07792207792208,20.5427178291287,39.7899972368057,202431.205,248700,46268.795,22.8565526742777
"290","6073012800",174000,290000,35391,1425,41,699,685,1150,1601,1701,100,422,3648,346,2506,1150,385,3656,1671,119,1639,171,"41740","San Diego-Carlsbad-San Marcos, CA",1417,2883,2736,772,45.7056892778993,3.25492341356674,44.8304157549234,4.67724288840263,61.2529928172386,15.3631284916201,26.3585259212992,5.87889476778366,2.87719298245614,9.48464912280702,49.1501907734998,224207.7,290000,65792.3,29.3443534722492
"291","6073012900",180200,360700,46684,1136,17,865,254,1038,1216,1288,72,391,3009,110,2065,935,339,3009,1593,47,1151,153,"41740","San Diego-Carlsbad-San Marcos, CA",1335,2400,2279,488,52.9411764705882,1.56198072449319,38.2519109338651,5.08474576271186,61.6949152542373,16.4164648910412,32.1546052631579,5.59006211180124,1.49647887323944,3.65569956796278,55.625,232196.71,360700,128503.29,55.3424249637301
"292","6073013000",179800,344800,36515,1881,24,860,997,1238,1949,2058,109,616,4827,506,3435,1646,552,5235,1867,224,2652,411,"41740","San Diego-Carlsbad-San Marcos, CA",1898,4248,3971,1100,35.6638013371538,4.27889207258835,50.6590257879656,7.85100286532951,63.9883551673945,16.0698689956332,31.6059517701385,5.29640427599611,1.27591706539075,10.4827014708929,44.6798493408663,231681.29,344800,113118.71,48.8251381887592
"293","6073013102",143400,271000,32015,2209,47,698,1464,1186,2347,2504,157,413,6078,1162,3654,2110,353,6172,1763,462,3470,390,"41740","San Diego-Carlsbad-San Marcos, CA",2015,4643,4216,1093,28.5644847699287,7.48541801685029,56.2216461438756,6.31885936487362,67.4055829228243,9.66064586754242,17.5969322539412,6.26996805111821,2.12765957446809,19.1181309641329,43.3986646564721,184778.07,271000,86221.93,46.66242590368
"294","6073013103",41300,119800,30933,740,15,392,333,359,820,886,66,115,2256,463,1305,808,43,2272,511,119,1517,102,"41740","San Diego-Carlsbad-San Marcos, CA",888,1713,1500,354,22.4911971830986,5.23767605633803,66.7693661971831,4.48943661971831,65.2107279693487,3.29501915708812,14.0243902439024,7.44920993227991,2.02702702702703,20.5230496453901,51.8388791593695,53217.115,119800,66582.885,125.115547883421
"295","6073013104",181500,289400,29432,1923,20,416,1487,1094,2095,2210,115,439,5504,1153,3093,1573,383,5495,1357,491,3188,380,"41740","San Diego-Carlsbad-San Marcos, CA",1982,4019,3657,968,24.6951774340309,8.93539581437671,58.0163785259327,6.91537761601456,63.2395732298739,12.3827998706757,20.9546539379475,5.20361990950226,1.04004160166407,20.9484011627907,49.3157501866136,233871.825,289400,55528.175,23.7429946937815
"296","6073013203",166200,327500,28487,2175,54,350,1771,896,2199,2392,193,284,5911,1293,3418,2219,270,5976,1025,290,4114,502,"41740","San Diego-Carlsbad-San Marcos, CA",2010,4385,3965,973,17.1519410977242,4.85274431057564,68.8420348058902,8.40026773761713,72.8203627852545,7.89935634874195,12.9149613460664,8.0685618729097,2.48275862068966,21.874471324649,45.8380843785633,214157.01,327500,113342.99,52.9251832569011
"297","6073013204",36400,102400,31966,1134,23,628,483,602,1356,1546,190,177,3899,680,2230,1551,202,3906,486,110,3081,200,"41740","San Diego-Carlsbad-San Marcos, CA",1363,2840,2599,551,12.4423963133641,2.81618023553507,78.8786482334869,5.12032770097286,78.609865470852,9.05829596412556,13.0530973451327,12.2897800776197,2.02821869488536,17.4403693254681,47.9929577464789,46903.22,102400,55496.78,118.321897728983
"298","6073013205",85400,33100,25345,598,16,192,390,233,693,774,81,89,2077,714,1088,822,76,2028,257,34,1650,60,"41740","San Diego-Carlsbad-San Marcos, CA",740,1441,1362,270,12.67258382643,1.67652859960552,81.3609467455621,2.9585798816568,82.5367647058823,6.98529411764706,12.8427128427128,10.4651162790698,2.67558528428094,34.3765045739047,51.353226925746,110042.17,33100,-76942.17,-69.9206222487252
"299","6073013206",49800,89200,29030,2272,44,946,1282,991,2064,2262,198,404,5713,772,3746,2409,345,5713,1513,180,3668,314,"41740","San Diego-Carlsbad-San Marcos, CA",2322,4432,4172,1213,26.4834587782251,3.15070890950464,64.2044460003501,5.49623665324698,73.5184196476241,9.2098238120662,19.5736434108527,8.75331564986737,1.93661971830986,13.5130404340977,52.3916967509025,64169.79,89200,25030.21,39.0062208400557
"300","6073013301",168600,319500,52981,1531,30,1220,281,1295,2047,2185,138,550,4738,402,3159,1573,527,4769,2144,117,2173,278,"41740","San Diego-Carlsbad-San Marcos, CA",2200,3792,3448,647,44.9570140490669,2.45334451667016,45.5651079890962,5.82931432166073,66.4767331433998,16.6824944602722,26.8685881778212,6.31578947368421,1.95950359242325,8.48459265512875,58.0168776371308,217249.53,319500,102250.47,47.0659107985182
"301","6073013302",171500,338300,53910,1352,11,1116,225,1058,2045,2158,113,610,4708,314,3016,1444,445,4751,1511,107,2720,347,"41740","San Diego-Carlsbad-San Marcos, CA",2268,3643,3369,461,31.803830772469,2.25215744053883,57.2511050305199,7.30372553146706,62.632625994695,14.7546419098143,29.8288508557457,5.23632993512512,0.813609467455621,6.66949872557349,62.2563821026626,220986.325,338300,117313.675,53.0863957305955
"302","6073013303",142900,253500,38899,1484,50,1033,401,937,1868,2037,169,341,4872,380,2983,1890,212,4893,1154,255,3120,309,"41740","San Diego-Carlsbad-San Marcos, CA",1884,3698,3418,757,23.5847128550991,5.21152667075414,63.7645616186389,6.31514408338443,70.465973851827,7.10693932282937,18.254817987152,8.29651448208149,3.36927223719677,7.79967159277504,50.9464575446187,184133.795,253500,69366.205,37.671631652408
"303","6073013306",174200,322500,46587,1281,34,835,412,629,1880,1960,80,544,4489,717,2712,1436,389,4512,1167,243,2635,425,"41740","San Diego-Carlsbad-San Marcos, CA",1641,3272,3032,621,25.8643617021277,5.38563829787234,58.3998226950355,9.41932624113475,67.2935103244838,14.3436578171091,28.936170212766,4.08163265306122,2.65417642466823,15.9723769213633,50.1528117359413,224465.41,322500,98034.59,43.6746980303112
"304","6073013307",149200,252200,47674,1070,26,838,206,339,1614,1717,103,354,3905,418,2310,1336,228,3912,860,198,2343,466,"41740","San Diego-Carlsbad-San Marcos, CA",1713,3007,2750,488,21.9836400817996,5.06134969325153,59.8926380368098,11.9120654396728,67.7056277056277,9.87012987012987,21.9330855018587,5.99883517763541,2.42990654205607,10.7042253521127,56.9670768207516,192251.66,252200,59948.34,31.1822223017476
"305","6073013308",121400,172700,40556,991,26,586,379,259,1476,1648,172,236,3800,323,2133,1308,265,3804,543,198,2882,145,"41740","San Diego-Carlsbad-San Marcos, CA",1277,2668,2403,523,14.2744479495268,5.20504731861199,75.7623554153523,3.8117770767613,73.7458977965307,12.4238162212846,15.9891598915989,10.4368932038835,2.62361251261352,8.5,47.8635682158921,156429.97,172700,16270.03,10.4008394299379
"306","6073013309",191700,365900,62238,1923,43,1536,344,680,2657,2909,252,997,6404,250,4065,1437,989,6471,2124,351,2750,1186,"41740","San Diego-Carlsbad-San Marcos, CA",3004,4939,4493,711,32.8233657858136,5.42420027816412,42.4972956266419,18.3279245866172,59.680196801968,24.329643296433,37.5235227700414,8.66277071158474,2.23608944357774,3.90381011867583,60.8220287507593,247015.035,365900,118884.965,48.1286351658716
"307","6073013310",248613.1538,433000,72285.15195,999.9054023,297.9672968,461.1007661,240.8373252,53.93807883,974.8542113,1075.161239,100.307049,512.0008437,2277.344408,55.3565661,1432.639166,392.9025166,541.0175115,2283.986955,709.050371,192.3085661,685.3777323,664.6293502,"41740","San Diego-Carlsbad-San Marcos, CA",966.7825474,1651.787065,1571.580844,257.7086962,31.0444142182064,8.41986271764849,30.0079530138998,29.0995247912876,65.1887823720157,37.7636968428378,52.5207603111475,9.32948895119163,29.7995486487632,2.43075074220394,58.5294901434526,320350.47932899,433000,112649.52067101,35.1644614070711
"308","6073013311",243103.1604,366300,79317.2947,2352.701779,74.07074398,2136.377824,142.2530351,7.07460162,3444.974737,3602.70274,157.7278206,1743.349437,7826.679743,139.7829308,4740.549554,873.5207075,2164.318533,7779.160848,2609.421901,478.838846,2179.552874,2439.957203,"41740","San Diego-Carlsbad-San Marcos, CA",3940.120953,5500.714272,4852.823284,431.4751726,33.5437452957522,6.15540487407595,28.017840440468,31.3653008425363,64.0820058074642,45.6554352685499,50.6055797238783,4.37804148670895,3.14832694229029,1.78597994794687,71.6292604590679,313250.57733342,366300,53049.42266658,16.9351396310804
"309","6073013312",131700,266400,50699,814,18,631,165,323,1242,1294,52,378,2657,107,1641,793,180,2705,811,137,1527,209,"41740","San Diego-Carlsbad-San Marcos, CA",1159,1947,1832,287,29.9815157116451,5.06469500924214,56.4510166358595,7.7264325323475,59.2931139549055,10.9689213893967,30.4347826086957,4.01854714064915,2.21130221130221,4.02709823108769,59.527478171546,169702.035,266400,96697.965,56.9810285421739
"310","6073013313",224400.004,407300,53749.99767,270.3013306,16.9379425,213.1357727,40.22761536,5.645980835,369.1059875,384.6324463,15.5264473,155.9702148,901.2396908,62.10578918,529.31073,188.4346161,149.6184998,956.2880039,210.3127899,65.63452911,414.2738342,261.1266174,"41740","San Diego-Carlsbad-San Marcos, CA",402.276123,668.3429565,625.2923584,81.86672211,21.9926203238238,6.8634688338999,43.3210322110577,27.3062734589428,63.8666659752014,28.2666666893377,42.2562136844231,4.03669722857699,6.2663185794913,6.89115113481862,60.190074435235,289150.6251542,407300,118149.3748458,40.8608401876332
"311","6073013314",224399.9915,382000,53750.00117,112.0915222,7.024011612,88.38548279,16.68202782,2.341337204,153.0649261,159.5036011,6.438677311,64.67944336,373.7359512,25.75470924,219.5003662,78.14212799,62.04543686,396.5639889,87.21481323,27.21804428,171.7956238,108.2868423,"41740","San Diego-Carlsbad-San Marcos, CA",166.820282,277.1557922,259.3031006,33.94939041,21.9926205281319,6.86346845448528,43.3210348414467,27.3062722110419,63.8666655901005,28.2666666731055,42.2562144104416,4.03669714451356,6.26631833892608,6.89115113419145,60.1900760131399,289150.609047325,382000,92849.390952675,32.1110826149007
"312","6073013401",193200,372000,61364,1427,23,1243,161,1044,1913,1975,62,788,4058,96,2837,875,700,4058,2169,89,1504,253,"41740","San Diego-Carlsbad-San Marcos, CA",1988,3335,3110,549,53.4499753573189,2.19319862000986,37.0625924100542,6.23459832429768,55.5163905534015,24.6739513570673,41.1918452692107,3.13924050632911,1.61177295024527,2.3656973878758,59.6101949025487,248947.86,372000,123052.14,49.4288804089338
"313","6073013409",225600.004,396500,56698.99983,1902.118286,50.68340302,1185.594116,665.8408203,462.1134033,2336.405518,2486.468262,150.0626221,950.0653687,5530.453793,280.2494202,3521.999756,1099.134155,1137.89209,5443.000076,2248.951904,220.6218719,2104.852051,808.9468994,"41740","San Diego-Carlsbad-San Marcos, CA",2732.928711,4253.430664,3901.628418,524.72229,41.3182412749979,4.05331377584938,38.6708069375379,14.8621511685608,63.515797841526,32.3081251797793,40.6635475468861,6.03517142741635,2.66457682432479,5.0673856195077,64.2523395086898,290696.8851542,396500,105803.1148458,36.3963703256321
"314","6073013410",256908.0635,444900,68276.00964,1150.105541,12.00237099,954.0933659,184.0098044,313.0242867,1592.156742,1680.16347,88.0067285,664.0714502,3395.338476,148.0310793,2372.218388,715.060172,834.0813828,3492.34232,1984.264847,146.007113,1028.041781,306.0203777,"41740","San Diego-Carlsbad-San Marcos, CA",1698.171288,2811.260745,2579.240944,474.0321686,56.817593041681,4.18077896212648,29.4370278398138,8.76261115491107,65.3034966188788,35.1603961515199,41.7089242963492,5.23798606929598,1.04358865879075,4.3598327632535,60.4060399242689,331038.885222925,444900,113861.114777075,34.3950876648221
"315","6073013411",304428,515200,85444.71373,1681.960873,37.17677476,1498.432225,146.3518727,246.5832869,2427.503216,2542.233372,114.7301566,1230.66364,5218.850199,76.09055352,3566.74497,957.395473,1563.278508,5249.765654,2586.171885,124.4756849,1568.776412,922.9266353,"41740","San Diego-Carlsbad-San Marcos, CA",2820.063444,4212.118225,3818.205284,452.3817778,49.2626158089456,2.37107126496508,29.882789354696,17.5803396975784,70.6715507332726,43.8292763051124,50.6966842263495,4.51296713604781,2.21032340031135,1.45799458920243,66.9511939921867,392270.6994,515200,122929.3006,31.3378747859647
"316","6073013412",280200,497500,77012,1709,64,1295,350,237,2249,2408,159,974,5135,250,3372,780,1467,5112,1987,124,1949,1004,"41740","San Diego-Carlsbad-San Marcos, CA",2411,4067,3745,630,38.8693270735524,2.42566510172144,38.1259780907668,19.6400625978091,66.6370106761566,43.5053380782918,43.3081369497554,6.60299003322259,3.744880046811,4.86854917234664,59.2820260634374,361051.71,497500,136448.29,37.7918969003083
"317","6073013414",226795.2333,402500,68266.99875,2114.881687,40.31659669,1864.405879,210.1592112,17.88661671,3082.594486,3203.531861,120.9373745,1334.934636,6657.546285,152.7505934,4102.000366,995.8658028,1592.107906,6657.000001,2246.048202,323.3781267,2479.148074,1552.053132,"41740","San Diego-Carlsbad-San Marcos, CA",3241.07139,4909.56929,4454.371737,543.2777069,33.7396455109299,4.85771558737303,37.2412208746821,23.3146031510719,63.090528471201,38.8129635286337,43.3055545276155,3.77512632142977,1.9063287056587,2.29439776850158,66.0153915456808,292236.997868715,402500,110263.002131285,37.7306785025282
"318","6073013415",199100,357900,62542,547,6,440,101,6,752,775,23,382,1608,65,1047,237,414,1639,719,65,592,239,"41740","San Diego-Carlsbad-San Marcos, CA",655,1159,1076,244,43.8682123245882,3.96583282489323,36.1195851128737,14.5820622330689,62.1776504297994,39.541547277937,50.7978723404255,2.96774193548387,1.09689213893967,4.04228855721393,56.5142364106989,256550.305,357900,101349.695,39.5048039408879
"319","6073013416",229799.9958,438500,63409.00258,1286.039185,22.82322502,959.5678101,303.6481323,204.4167175,1872.496826,1966.766724,94.26984406,860.3363647,4112.149879,269.9094543,2549.255127,696.6045532,939.7214966,4101.234423,1958.828125,190.5243225,1262.223633,636.0733643,"41740","San Diego-Carlsbad-San Marcos, CA",2073.936523,3113.881836,2737.794678,436.6182251,47.761915632395,4.64553602280149,30.7766760641958,15.5093149694847,64.1883988961769,36.8625912191801,45.9459451548357,4.79313804274024,1.77469126028224,6.56370663137495,66.6029294696717,296108.78458809,438500,142391.21541191,48.0874674522024
"320","6073013417",284100,470700,101851,620,7,562,51,0,1096,1121,25,611,2274,207,1383,297,651,2296,830,101,787,561,"41740","San Diego-Carlsbad-San Marcos, CA",1083,1703,1543,162,36.1498257839721,4.39895470383275,34.2770034843206,24.4337979094077,68.5466377440347,47.0715835140998,55.7481751824818,2.23015165031222,1.12903225806452,9.10290237467018,63.5936582501468,366077.055,470700,104622.945,28.579487179277
"321","6073013418",186600,316700,57480,2106,57,1632,417,29,2662,2730,68,1258,5990,255,3697,958,1339,6037,2090,268,2416,1184,"41740","San Diego-Carlsbad-San Marcos, CA",2470,4378,4042,693,34.6198442935233,4.43929103859533,40.0198774225609,19.6123902600629,62.1314579388694,36.21855558561,47.2577009767092,2.49084249084249,2.70655270655271,4.25709515859766,56.4184559159434,240443.43,316700,76256.57,31.7149734555026
"322","6073013419",203500,424700,67583,780,45,685,50,18,1266,1286,20,528,2254,54,1501,280,653,2260,836,125,850,416,"41740","San Diego-Carlsbad-San Marcos, CA",1284,1715,1596,147,36.9911504424779,5.53097345132743,37.6106194690265,18.4070796460177,62.1585609593604,43.5043304463691,41.7061611374408,1.5552099533437,5.76923076923077,2.39574090505768,74.868804664723,262219.925,424700,162480.075,61.9632833012213
"323","6073013420",250199.9997,390500,68250.00228,1084.346436,33.15145874,752.4122314,298.7827759,5.035664558,1426.771606,1494.753174,67.98147583,818.2955322,3499.367312,182.1231995,2084.765137,525.3876953,896.3483276,3499.367312,870.3306885,184.641037,1256.817993,1148.970825,"41740","San Diego-Carlsbad-San Marcos, CA",1684.42981,2528.323242,2199.746094,289.131073,24.8710869966542,5.27641200644558,35.9155779014718,32.8336731345681,68.1964600072838,42.9951706161901,57.3529448412642,4.54800678884526,3.05727557534943,5.20446078568159,66.622407373337,322395.209613435,390500,68104.790386565,21.1246285167281
"324","6073013421",250199.9874,450200,68250.0006,1499.653442,45.84853745,1040.587769,413.2171936,6.964334965,1973.228271,2067.246826,94.01852417,1131.704468,4839.632439,251.8767853,2883.234619,726.6123047,1239.651611,4839.632439,1203.669189,255.3589478,1738.181885,1589.029053,"41740","San Diego-Carlsbad-San Marcos, CA",2329.570068,3496.676514,3042.253662,399.8688965,24.8710868887537,5.27641202133863,35.915576377101,32.8336722473977,68.1964590305164,42.9951694819047,57.3529421117847,4.54800670086988,3.0572755121913,5.20446105101413,66.6224072679547,322395.19376427,450200,127804.80623573,39.6422802534639
"325","6073013503",181600,348600,40509,2072,33,1044,995,698,2531,2726,195,688,5759,586,3603,1510,728,5799,3568,723,1174,251,"41740","San Diego-Carlsbad-San Marcos, CA",2107,4451,3990,1015,61.5278496292464,12.4676668391102,20.2448698051388,4.32833247111571,62.1149042464613,20.2053844018873,27.1829316475701,7.15333822450477,1.59266409266409,10.1753776697343,47.3376769265334,234000.68,348600,114599.32,48.9739260586764
"326","6073013504",192100,361500,67204,1003,19,775,209,170,1372,1455,83,557,2902,88,1846,552,533,2914,1712,319,466,334,"41740","San Diego-Carlsbad-San Marcos, CA",1421,2216,1994,262,58.7508579272478,10.9471516815374,15.9917638984214,11.461908030199,58.7757313109426,28.8732394366197,40.597667638484,5.70446735395189,1.89431704885344,3.03239145416954,64.1245487364621,247530.455,361500,113969.545,46.0426354405562
"327","6073013505",181300,330500,49552,1904,33,1165,706,446,2373,2496,123,975,4762,265,3230,1022,800,4950,3302,478,725,321,"41740","San Diego-Carlsbad-San Marcos, CA",2113,3792,3481,804,66.7070707070707,9.65656565656566,14.6464646464646,6.48484848484848,56.4086687306502,24.7678018575851,41.0872313527181,4.92788461538461,1.73319327731092,5.56488870222596,55.7225738396624,233614.115,330500,96885.885,41.4726160703089
"328","6073013506",37400,332700,36510,849,11,749,89,232,1066,1102,36,281,2542,427,1537,872,137,2368,1487,77,576,135,"41740","San Diego-Carlsbad-San Marcos, CA",1023,1954,1841,353,62.7956081081081,3.25168918918919,24.3243243243243,5.70101351351351,65.6473649967469,8.91346779440468,26.3602251407129,3.26678765880218,1.29564193168433,16.7977970102282,52.3541453428864,48191.77,332700,284508.23,NA
"329","6073013601",249300,443500,59221,1966,23,1296,647,1088,2347,2500,153,1052,5281,541,3520,1106,1153,5316,3901,341,743,215,"41740","San Diego-Carlsbad-San Marcos, CA",2438,4253,3994,722,73.3822422874342,6.41459744168548,13.9766741911211,4.0443942814146,64.1761363636364,32.7556818181818,44.8231785257776,6.12,1.16988809766022,10.2442719181973,57.3242417117329,321235.515,443500,122264.485,38.0606997952888
"330","6073013604",262000,463500,62563,2164,40,1326,798,120,3290,3418,128,1292,6319,393,3734,1083,1095,6350,4744,319,751,346,"41740","San Diego-Carlsbad-San Marcos, CA",2737,4820,4359,699,74.7086614173228,5.02362204724409,11.8267716535433,5.4488188976378,58.3288698446706,29.3251205141939,39.2705167173252,3.744880046811,1.84842883548983,6.21933850292768,56.7842323651452,337600.1,463500,125899.9,37.2926133611927
"331","6073013605",290676.5046,576700,77443.23685,2001.795137,32.1578318,1850.339179,119.2981268,655.9366283,2957.52212,3040.846553,83.32443205,1453.612196,5441.903547,209.7803906,3816.204464,789.6652052,1727.99721,5455,4500.80829,132.4910323,525.4117178,192.868075,"41740","San Diego-Carlsbad-San Marcos, CA",2852.222798,4399.598246,4149.546034,612.4380231,82.5079429880843,2.4287998588451,9.63174551420715,3.53562007332722,65.9729435084063,45.2805195922018,49.1496643818847,2.74017220526287,1.6064496913602,3.85490828325407,64.8291648127909,374551.21000233,576700,202148.78999767,53.9709349747962
"332","6073013606",207300,357200,53774,2428,60,1419,949,39,3211,3381,170,1410,6217,350,3859,1099,1271,6231,4301,372,822,557,"41740","San Diego-Carlsbad-San Marcos, CA",2572,4762,4429,772,69.0258385491895,5.97014925373134,13.1921039961483,8.93917509228053,61.414874319772,32.9359937807722,43.9115540330115,5.02809819580006,2.47116968698517,5.62972494772398,54.0109197816044,267116.415,357200,90083.585,33.7244661658101
"333","6073013701",289721.6254,547200,75790.93079,888.3130068,15.00713286,730.2790208,143.0268531,503.2192306,1091.363356,1172.376993,81.01363635,620.2276222,2242.78965,108.0222377,1619.58909,413.1095104,581.3048249,2208.790699,1822.684755,72.01699299,188.0518181,92.02391607,"41740","San Diego-Carlsbad-San Marcos, CA",1055.447063,1853.653916,1750.624965,367.092937,82.5195776053021,3.26047157943053,8.51379074464312,4.16625785827795,61.3991747314129,35.8921178519423,56.8305339179814,6.91020352955698,1.68939695187631,4.81642305153317,56.9387334868609,373320.80040917,547200,173879.19959083,46.5763491882192
"334","6073013702",201500,390800,43099,1694,35,877,782,700,2161,2349,188,584,5060,673,3016,1389,524,5151,2525,906,1301,323,"41740","San Diego-Carlsbad-San Marcos, CA",2087,3661,3451,629,49.0196078431373,17.5888177052999,25.2572316055135,6.27062706270627,63.4283819628647,17.3740053050398,27.0245256825544,8.00340570455513,2.06611570247934,13.300395256917,57.0062824364928,259642.825,390800,131157.175,50.5144615492456
"335","6073013801",180400,359800,46594,1740,25,1043,672,1092,2056,2186,130,691,4597,322,3199,1325,589,4953,3056,470,1048,266,"41740","San Diego-Carlsbad-San Marcos, CA",1963,3671,3426,719,61.699979810216,9.48919846557642,21.1588935998385,5.37048253583687,59.8311972491404,18.4120037511722,33.6089494163424,5.94693504117109,1.4367816091954,7.00456819664999,53.4731680740943,232454.42,359800,127345.58,54.7830323037093
